ref;latOSM;lngOSM;operator;latLP;lngLP;diff_radians;dif_metres;numero;rue;ville
A0A3E8;45.7791326;5.5487773;La Poste;45.7790800899821;5.54868904398678;1,41208E-06;9,006225069;0;HAMEAU DE CERIN;MARCHAMP
A0A3Q5;45.9593964;5.8314904;La Poste;45.9594014896269;5.83153942982616;6,01608E-07;3,837058582;0;RUE TIERSOT;SEYSSEL
A0B0R2;43.3563763;1.8212626;La Poste;43.3565935417934;1.82102218106228;4,86668E-06;31,03970837;111;VOIE D AQUITAINE;MONTFERRAND
A0B2M9;43.3646041;1.8214164;La Poste;43.3466307356081;1.85136990077249;0,000492846;3143,370334;6;PLACE DE LA MAIRIE;MONTFERRAND
A0B4R8;44.3527662;2.5641618;La Poste;44.3528082530419;2.56413699589918;7,96759E-07;5,081731388;0;RUE JEAN FERRIEU;RODEZ
A0B6J1;44.3455381;2.5717892;La Poste;44.3458795042846;2.57242691726743;9,94291E-06;63,41584928;12;RUE SARRUS;RODEZ
A0B6J2;44.3476381;2.5741451;La Poste;44.3480572185087;2.57454809080747;8,87737E-06;56,61984035;1;PLACE DE LA MADELEINE;RODEZ
A0B6K2;44.3533766;2.5705432;La Poste;44.3531685340887;2.5716189103663;1,39072E-05;88,70011356;19;RUE PASTEUR;RODEZ
A0B6K4;44.3494425;2.575464;La Poste;44.3496269092436;2.57552146197697;3,29747E-06;21,03125772;0;CARREFOUR SAINT ETIENNE;RODEZ
A0B6K5;44.3489138;2.5759898;La Poste;44.3488897072315;2.57602100006457;5,73259E-07;3,656246649;7;PLACE DU BOURG;RODEZ
A0B6K6;44.3555687;2.5763554;La Poste;44.3556595903265;2.57641359744562;1,74465E-06;11,12734813;67;RUE SAINT CYRICE;RODEZ
A0B6M1;44.3694263;2.5888087;La Poste;44.3726317036479;2.58013978836131;0,000121767;776,6274916;0;BOULEVARD DES BALQUIERES;ONET LE CHATEAU
A0C2C8;43.2962472;5.3812945;La Poste;43.2962395737636;5.38127671306762;2,62362E-07;1,673344939;28;BOULEVARD GARIBALDI;MARSEILLE 01
A0D1J7;49.042831;0.190333;La Poste;49.042895103218;0.190133115545189;2,54579E-06;16,2370376;0;QUARTIER DE L ECOLE;LE MESNIL GERMAIN
A0D7B0;45.0829166;2.7501567;La Poste;45.0826079686672;2.75014632219273;5,38815E-06;34,36559089;0;ROUTE DE FONT D ALAGNON;LAVEISSIERE
A0E9M6;46.1613807;-1.1596479;La Poste;46.1615021339216;-1.15995727859251;4,29877E-06;27,41756744;17;RUE DE SUEDE;LA ROCHELLE
A0F0B7;45.7941318;-0.563422;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A0G3R4;49.5573903;3.6015594;La Poste;49.5575085857852;3.60142567985311;2,56014E-06;16,32856772;2;RUE DU MONT BLANC;LAON
A0H701;47.3189561;4.9080537;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A0H8L3;48.5821889;-2.1355354;La Poste;48.5814961637222;-2.13571820066749;1,22734E-05;78,27964142;0;RUE DES GUERAIS;PLOUBALAY
A0J9N0;47.0574297;6.6042625;La Poste;47.0572912809042;6.60447301016757;3,47874E-06;22,18742299;27;GRANDE RUE;MORTEAU
A0K0I2;44.9604758;4.9011778;La Poste;44.960454190896;4.90130860730295;1,65892E-06;10,58060188;386;AVENUE GEORGES BRASSENS;BOURG LES VALENCE
A0K7M3;49.0755803;1.5325643;La Poste;49.0771072633435;1.52564314002869;8,34959E-05;532,5366726;103;RUE CLAUDE MONET;GIVERNY
A0L2J5;49.098855;1.490205;La Poste;49.0987795372615;1.48993571363888;3,34729E-06;21,34903507;17;RUE DE LA CHAUSSEE;VERNON
A0L2L3;49.0914326;1.4785943;La Poste;49.0913764663784;1.47861750056346;1,01492E-06;6,473167037;0;PLACE DE LA GARE;VERNON
A0M5E0;46.563602;3.332841;La Poste;46.5636168678163;3.33283045405113;2,8856E-07;1,840434058;0;PLACE CORTET;MOULINS
A0M5F8;46.562763;3.326042;La Poste;46.5627490915931;3.32604559026532;2,46658E-07;1,573185407;0;RUE REGEMORTES;MOULINS
A0N1C1;43.9488369;4.5416417;La Poste;43.9532408716633;4.53772106490756;9,12959E-05;582,2853684;0;ROUTE DU PONT DU GARD;VERS PONT DU GARD
A0N1L0;43.8540239;4.1128117;La Poste;43.8083611716354;4.04693947251823;0,001150217;7336,085275;11;ROUTE DE SALINELLES;ASPERES
A0N2H9;44.3082361;4.3484935;La Poste;44.3076033538763;4.34842941604496;1,10725E-05;70,62024714;0;PLACE JOSEPH COMTE;BARJAC
A0N5L7;43.499728;1.394932;La Poste;43.4997099779315;1.39499145306858;8,15762E-07;5,202930193;0;RUE DES TILLEULS;PINSAGUEL
A0O0P7;43.6081597;1.3392902;La Poste;43.6082453856427;1.3393399140548;1,62211E-06;10,34579343;0;PLACE DE LA BASCULE;COLOMIERS
A0O0P9;43.5988372;1.3392154;La Poste;43.5947911015528;1.32883520374277;0,000149001;950,3304347;0;CHEMIN DE COURNAUDIS;COLOMIERS
A0P9D7;43.6295079;3.8613183;La Poste;43.6288494965375;3.86101825714801;1,21003E-05;77,17578842;0;AVENUE AUGUSTIN FLICHE;MONTPELLIER
A0P9L8;43.5407626;2.9759739;La Poste;43.5407067980992;2.97616922030784;2,65613E-06;16,94079312;0;LE VILLAGE;VIEUSSAN
A0P9T0;43.6611559;3.7245852;La Poste;43.6612556617311;3.72459028405338;1,74235E-06;11,11272718;0;LA ROUVIERE;VAILHAUQUES
A0Q0Q6;43.6515953;3.8803238;La Poste;43.6527641215319;3.87773756627702;3,85071E-05;245,5981938;11;RUE DE LA SOURCE;CLAPIERS
A0Q1E3;43.4353238;3.439347;La Poste;43.4352671651496;3.43933227952684;1,00602E-06;6,416405288;0;PLACE DE LA MAIRIE;CASTELNAU DE GUERS
A0Q1F0;43.5340568;3.3324836;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A0Q1G5;43.5530512;3.3024841;La Poste;43.5520431862787;3.30167661904429;2,03432E-05;129,7486258;0;ROUTE DE FOURNOLS;VAILHAN
A0Q1J7;43.6108042;2.9731088;La Poste;43.6107505197837;2.97306869915165;1,0652E-06;6,793836293;0;LIEU DIT DOUCH;ROSIS
A0Q1K0;43.6436355;3.0310735;La Poste;43.6437548988114;3.03169703989284;8,14636E-06;51,95746684;0;COURS LE BAS;ROSIS
A0Q3B9;48.5495867;-1.7534683;La Poste;48.5496882872059;-1.75338859532437;1,99792E-06;12,74275217;0;PLACE GENERAL DE GAULLE;DOL DE BRETAGNE
A0Q3E0;48.5509582;-1.7520306;La Poste;48.5509567090218;-1.75194925462839;9,40191E-07;5,996539743;0;PLACE CHATEAUBRIAND;DOL DE BRETAGNE
A0Q4R6;48.1226591;-1.6862473;La Poste;48.1225850956827;-1.68608748465042;2,2661E-06;14,45320883;3;RUE DE COETLOGON;RENNES
A0Q4R9;48.112427;-1.6874243;La Poste;48.1123647541455;-1.68727747778235;2,02672E-06;12,92643462;2;RUE DE BREST;RENNES
A0Q4U1;48.1248828;-1.6820673;La Poste;48.1245314648796;-1.68186819955782;6,55599E-06;41,81407856;29;AVENUE GROS MALHON;RENNES
A0Q4V9;48.1128661;-1.6851597;La Poste;48.1129869299618;-1.68524518605559;2,33231E-06;14,87544419;15;RUE DE JUILLET;RENNES
A0R4D0;47.3670097;0.7263805;La Poste;47.3669888761966;0.726905394361453;6,21548E-06;39,64234012;0;RUE DE GRANDMONT;ST AVERTIN
A0R6T2;44.9586672;5.7444257;La Poste;44.9587309087627;5.74446240510684;1,20082E-06;7,658800726;7;RUE DE LA PASSERELLE;LA MOTTE D AVEILLANS
A0R7J4;44.8185556;5.5727832;La Poste;44.8185809718939;5.57277065171638;4,69327E-07;2,993370427;0;CHATEAUVIEUX;CHICHILIANNE
A0R7J6;44.81135;5.5731113;La Poste;44.8114514679539;5.57312476926959;1,7788E-06;11,34519748;0;L EGLISE;CHICHILIANNE
A0R8P8;45.190953;5.7113541;La Poste;45.190974823932;5.71104622379856;3,80601E-06;24,27476011;2;RUE DU VERCORS;GRENOBLE
A0R8S3;45.1928249;5.7092809;La Poste;45.1929665425595;5.70896463109225;4,60906E-06;29,39659669;0;RUE PIERRE SEMARD;GRENOBLE
A0R8S9;45.1907616;5.7214246;La Poste;45.1909211365299;5.72129839471263;3,18794E-06;20,33270145;6;BOULEVARD GAMBETTA;GRENOBLE
A0R9L5;45.2069737;5.7453238;La Poste;45.2069240841477;5.74546302772958;1,91861E-06;12,23687983;39;GRANDE RUE;LA TRONCHE
A0R9L6;45.2064287;5.742355;La Poste;45.2064243675541;5.74233373757618;2,72329E-07;1,736912181;67;GRANDE RUE;LA TRONCHE
A0RD6;47.3681962;0.7276867;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A0S 5N5;45.0532232;5.677488;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A0S0Y0;44.9449984;5.6455812;La Poste;44.9449711343102;5.64561978766955;6,73691E-07;4,296799346;0;LE COLLET;SINARD
A0S0Z5;44.8641007;5.6251824;La Poste;44.8641531982639;5.62515525862778;9,75884E-07;6,224187266;0;LE VICAIRE;ST MICHEL LES PORTES
A0S5M2;44.999828;5.6295836;La Poste;44.9998518512082;5.62955104038241;5,78656E-07;3,690670711;0;ROUTE DE LA FONTAINE ARDENTE;LE GUA
A0S6R8;44.8454462;5.6211505;La Poste;44.8454925294978;5.6211430910489;8,13718E-07;5,189893515;0;LE VILLAGE;ST MARTIN DE CLELLES
A0S6V0;45.2020101;5.7343277;La Poste;45.2021231129997;5.73429112457163;2,02305E-06;12,90300479;132;GRANDE RUE;LA TRONCHE
A0S6X8;44.9120347;5.6339194;La Poste;44.9121267525965;5.63381713100939;2,04429E-06;13,03845027;4;AVENUE DE LA GARE;MONESTIER DE CLERMONT
A0T7V1;44.0433305;-0.5388785;La Poste;44.041383904811;-0.585276692505713;0,000583097;3718,991596;0;ROUTE DE GAREIN;BROCAS
A0T9Y2;47.8014018;1.0697699;La Poste;47.8013870158623;1.06969735344464;8,88839E-07;5,669014914;194;FAUBOURG CHARTRAIN;VENDOME
A0T9Z4;47.7893227;1.0759351;La Poste;47.789354524316;1.07581406688193;1,524E-06;9,720094112;112;FAUBOURG SAINT BIENHEURE;VENDOME
A0T9Z7;47.78685;1.0639072;La Poste;47.786787645541;1.06395361501042;1,2168E-06;7,7607273;72;FAUBOURG SAINT LUBIN;VENDOME
A0U0A1;47.8022343;1.0432161;La Poste;47.8030059841556;1.04364992074584;1,43967E-05;91,82183557;74;RUE DE COURTIRAS;VENDOME
A0U0B2;47.8216629;1.0213045;La Poste;47.8216710917124;1.02130776601832;1,49012E-07;0,950396061;0;AVENUE DES CITES UNIES DE L EUROPE;VENDOME
A0U0B3;47.8023158;1.0939124;La Poste;47.8023246945746;1.09389748955617;2,34664E-07;1,496685213;0;RUE DE LA VALLEE DU LOIR;AREINES
A0U0D9;47.7698197;1.026051;La Poste;47.7700085808984;1.02511353720308;1,14804E-05;73,22208013;7;RUE DU SEROUARD;NAVEIL
A0U0N0;47.8069068;0.9925876;La Poste;47.8069799457982;0.99248154161298;1,78192E-06;11,36508391;18;AVENUE DU 11 NOVEMBRE;VILLIERS SUR LOIR
A0U0N1;47.8107565;0.9820417;La Poste;47.8107352747515;0.981927946332556;1,3838E-06;8,825899982;63;AVENUE PIERRE ARMAND COLIN;VILLIERS SUR LOIR
A0U0Y0;47.6523143;1.1822584;La Poste;47.6522335002511;1.18245637223152;2,72149E-06;17,35767731;12;RUE DES ECOLES;LANDES LE GAULOIS
A0U3N7;47.3640085;1.4041836;La Poste;47.3642181688736;1.40435942447587;4,20852E-06;26,84191735;0;ROUTE DE BLOIS;COUDDES
A0U3W3;47.7299963;0.7787182;La Poste;47.7300046676907;0.778581136189568;1,61566E-06;10,30467778;16;RUE SAINT PERE;TERNAY
A0U3Y6;47.7984601;1.0648546;La Poste;47.7984042313729;1.06487005479592;9,91795E-07;6,325669403;13;AVENUE GERARD YVON;VENDOME
A0U3Y7;47.8019412;1.067488;La Poste;47.8015648490964;1.06730128817207;6,92367E-06;44,15916887;9;BOULEVARD DE TREMAULT;VENDOME
A0U3Z4;47.8019224;0.9789457;La Poste;47.800349609796;0.979365258002041;2,78876E-05;177,8668704;38;HAMEAU DE ROCHAMBEAU;THORE LA ROCHETTE
A0U4K7;45.4264307;4.3971092;La Poste;45.4262681633252;4.39715843339636;2,90022E-06;18,49759836;8;RUE DU CIMETIERE;ST ETIENNE
A0U6N0;45.4237316;4.3892296;La Poste;45.4236427178418;4.38894756804056;3,78712E-06;24,15427429;0;BOULEVARD DU DOCTEUR RAOUL DUVAL;ST ETIENNE
A0U6N1;45.4212651;4.397299;La Poste;45.4214286723867;4.39746486086713;3,50409E-06;22,34906403;13;RUE DES PASSEMENTIERS;ST ETIENNE
A0U7K1;45.4782053;4.045538;La Poste;45.4782166745575;4.04540262714264;1,66853E-06;10,64188987;0;LIEU DIT LE BOURG;MAROLS
A0U9Y1;45.4273926;4.3861982;La Poste;45.4273705689339;4.3860718921384;1,59422E-06;10,16790543;1;RUE DE TARDY;ST ETIENNE
A0U9Y6;45.4266724;4.4030557;La Poste;45.4266773186382;4.40315065897364;1,1663E-06;7,438632853;104;COURS FAURIEL;ST ETIENNE
A0V0I9;45.4400591;4.3909418;La Poste;45.4859282998162;4.37675080823003;0,000819199;5224,850814;0;RUE DE VERDUN;L ETRAT
A0V0J5;45.4289377;4.4005514;La Poste;45.4288999934627;4.40028377464687;3,34344E-06;21,32448183;0;RUE LIOGIER;ST ETIENNE
A0V0J7;45.4291659;4.3888866;La Poste;45.425352618321;4.39920925037012;0,000142888;911,3403686;20;RUE DESIRE CLAUDE;ST ETIENNE
A0V0K0;45.4369751;4.4019425;La Poste;45.458210852424;4.37515225191217;0,000494951;3156,795346;22;RUE PAUL PETIT;ST ETIENNE
A0V5F6;45.2496477;4.169365;La Poste;45.2496790508649;4.16934733807029;5,8836E-07;3,752560348;0;RUE DES CARRIERES;LES VILLETTES
A0V5G1;45.2568867;4.2560085;La Poste;45.2569080595237;4.25599102813775;4,30073E-07;2,743008342;0;LIEU DIT LES TAILLAS;STE SIGOLENE
A0V5G2;45.2664125;4.2444098;La Poste;45.2664059118125;4.24440300929033;1,41365E-07;0,901624869;0;LIEU DIT LE VILLARD;STE SIGOLENE
A0V5G3;45.2577981;4.215991;La Poste;45.2578119344771;4.2159816267126;2,68221E-07;1,71071291;0;LIEU DIT REVEYROLLES;STE SIGOLENE
A0V5G4;45.2438046;4.2059588;La Poste;45.2438113553201;4.20600302798737;5,56354E-07;3,548428139;0;CHEMIN DE FEY;STE SIGOLENE
A0V5G5;45.2382041;4.2173931;La Poste;45.2382067637523;4.21741826883981;3,12924E-07;1,995831728;0;LIEU DIT VEYRINES;STE SIGOLENE
A0V5H2;45.2576352;4.3020688;La Poste;45.2576497354728;4.30203886908895;4,46538E-07;2,848018433;0;LICHEMIAILLE;ST ROMAIN LACHALM
A0V6H2;45.2463479;4.2719959;La Poste;45.2463756699964;4.27199651632112;4,84689E-07;3,091344897;0;MONTEE DES LILAS;ST PAL DE MONS
A0V6K9;47.233656;-1.5349251;La Poste;47.2336766485917;-1.53499244489086;8,75752E-07;5,585548076;155;BOULEVARD DES POILUS;NANTES
A0V6L0;47.233656;-1.5349251;La Poste;47.2336766485917;-1.53499244489086;8,75752E-07;5,585548076;155;BOULEVARD DES POILUS;NANTES
A0V6P7;47.2340824;-1.5454841;La Poste;47.2341599359842;-1.54555075928111;1,56696E-06;9,994082276;21;RUE DES BOERS;NANTES
A0V6P8;47.2340824;-1.5454841;La Poste;47.2341599359842;-1.54555075928111;1,56696E-06;9,994082276;21;RUE DES BOERS;NANTES
A0V6P9;47.2329273;-1.5656837;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A0V7T7;47.2396813;-1.5374613;La Poste;47.2381103813213;-1.53916076427224;3,40188E-05;216,9721736;73;ROUTE DE SAINT JOSEPH;NANTES
A0V7T8;47.2396813;-1.5374613;La Poste;47.2381103813213;-1.53916076427224;3,40188E-05;216,9721736;73;ROUTE DE SAINT JOSEPH;NANTES
A0W3D7;47.23538;-1.5413261;La Poste;47.2354341927631;-1.54128522285418;1,06269E-06;6,777863302;7;ROUTE DE SAINT JOSEPH;NANTES
A0W3U1;47.9001994;1.9103732;La Poste;47.9001814617649;1.90931090324049;1,2434E-05;79,30393127;181;RUE DE BOURGOGNE;ORLEANS
A0W4N1;47.9472107;1.6195254;La Poste;47.9471301338445;1.61975955052542;3,07737E-06;19,62746201;1;RUE FRANCOIS GAUMET;EPIEDS EN BEAUCE
A0W7G1;47.8902523;1.8135821;La Poste;47.890346810359;1.81356358022308;1,66373E-06;10,61129013;17;RUE D ORENTAY;LA CHAPELLE ST MESMIN
A0W7G2;47.8973271;1.8285247;La Poste;47.896079504482;1.82581626066817;3,84531E-05;245,253566;0;RUE DU PETIT BOIS;LA CHAPELLE ST MESMIN
A0W7G6;47.8906638;1.8431322;La Poste;47.8903471206714;1.84328455157759;5,80759E-06;37,04082538;31;RUE DE BEL AIR;LA CHAPELLE ST MESMIN
A0W7H2;47.8873173;1.8286707;La Poste;47.8870956593752;1.82896335916779;5,1669E-06;32,95449519;2;AVENUE DE LA RIVIERE DES BOIS;LA CHAPELLE ST MESMIN
A0W7L2;47.9227808;1.9120852;La Poste;47.9230849052586;1.91196819523707;5,48124E-06;34,95933439;33;RUE PIERRE BROSSOLETTE;FLEURY LES AUBRAIS
A0Y6H0;45.0494597;6.2956028;La Poste;45.0486245564697;6.29971806262764;5,27963E-05;336,7349141;0;LIEU DIT LES TERRASSES;LA GRAVE
A0Z3G6;49.4155108;-1.1759058;La Poste;49.3787000022701;-1.2248999267139;0,000849986;5421,212716;0;UTAH BEACH;STE MARIE DU MONT
A1A8Y8;48.7730021;5.9387497;La Poste;48.7728990677938;5.93895366613826;2,95599E-06;18,8533284;33;GRANDE RUE;AVRAINVILLE
A1A9C2;48.6703005;6.2062093;La Poste;48.6706647099545;6.20638947137462;6,68727E-06;42,65139916;90;RUE DE LA REPUBLIQUE;JARVILLE LA MALGRANGE
A1A9N5;48.7089696;6.1842967;La Poste;48.7089647410683;6.18428789167408;1,3328E-07;0,850060079;2;ALLEE CHARLES COURNAULT;MALZEVILLE
A1A9N6;48.7097184;6.1873205;La Poste;48.7096877377828;6.18742211929033;1,28686E-06;8,207593089;2;RUE DE L EGLISE;MALZEVILLE
A1A9N7;48.7078371;6.188819;La Poste;48.7077892529491;6.18894819320576;1,7063E-06;10,88276116;15;RUE DU COLONEL DRIANT;MALZEVILLE
A1A9O1;48.7209145;6.181699;La Poste;48.7208982436505;6.1817741882107;9,11045E-07;5,810644104;126;AVENUE DU GENERAL LECLERC;MALZEVILLE
A1A9O5;48.7069232;6.1850459;La Poste;48.706829747871;6.1851125153083;1,80249E-06;11,49625726;2;RUE MAURICE BARRES;MALZEVILLE
A1A9O9;48.7109742;6.1845445;La Poste;48.7109811449291;6.18450264139535;4,97127E-07;3,170678514;1;RUE PAUL BERT;MALZEVILLE
A1A9R1;48.7057182;6.2223015;La Poste;48.7057117981615;6.22227910496184;2,81155E-07;1,793203701;0;PLACE DE LA REPUBLIQUE;ESSEY LES NANCY
A1A9R2;48.6995853;6.214789;La Poste;48.6996601292006;6.21479791534971;1,31003E-06;8,355381443;0;RUE DU GENERAL DE GAULLE;ESSEY LES NANCY
A1A9R7;48.7074419;6.2347902;La Poste;48.7074292008981;6.23478251972769;2,38419E-07;1,520633698;53;AVENUE DU 69E REGIMENT D INFANTERIE;ESSEY LES NANCY
A1A9T0;48.7108882;6.2650898;La Poste;48.7109636039593;6.265042846435;1,42281E-06;9,074665071;0;AVENUE DE L EUROPE;SEICHAMPS
A1A9T1;48.7167186;6.2658699;La Poste;48.7168137690872;6.26578531400759;1,92554E-06;12,28108836;0;GRAND RUE;SEICHAMPS
A1A9T2;48.7113594;6.2549862;La Poste;48.7114006994413;6.25502099890146;8,24561E-07;5,259049042;5;AVENUE DES HELEUX;SEICHAMPS
A1B0S0;48.6877269;6.2449147;La Poste;48.6834962651819;6.23422044234924;0,000143654;916,2238162;2;RUE DE TOMBLAINE;SAULXURES LES NANCY
A1B0S2;48.6854874;6.2351869;La Poste;48.6856180718642;6.23517539614922;2,2845E-06;14,57053562;0;RUE DU VIEUX MOULIN;SAULXURES LES NANCY
A1B0S3;48.6879602;6.2377787;La Poste;48.6880783505385;6.23797656401988;3,07405E-06;19,60628145;12;RUE GEORGES GUYNEMER;SAULXURES LES NANCY
A1B0S5;48.6894295;6.2500064;La Poste;48.6894440502693;6.24998731212007;3,35855E-07;2,142083932;53;GRAND RUE;SAULXURES LES NANCY
A1B0S6;48.6906869;6.2468929;La Poste;48.6907317219173;6.24692497953345;8,65294E-07;5,518847717;0;RUE DES JARDINS FLEURIS;SAULXURES LES NANCY
A1B0S7;48.7020219;6.2589295;La Poste;48.7020233369525;6.25893694129568;8,9407E-08;0,570237637;0;PLACE DE LA REPUBLIQUE;PULNOY
A1B0S8;48.7085017;6.2588914;La Poste;48.7087135010459;6.25875549199004;4,01436E-06;25,60360638;1;AVENUE DE LA RONCE;PULNOY
A1B0T0;48.6971336;6.2548335;La Poste;48.6971519259552;6.25487106876584;5,38301E-07;3,433285217;0;RUE DE LA VERVAUX;PULNOY
A1B0T1;48.7001158;6.2561506;La Poste;48.7002013054553;6.25632787416196;2,52925E-06;16,13155588;9;RUE DE SAULXURES;PULNOY
A1B0T2;48.7041165;6.2535639;La Poste;48.7041050638565;6.25361377745337;6,08033E-07;3,878035197;0;RUE DU TENDON;PULNOY
A1B0T4;48.7053949;6.260761;La Poste;48.7054553641541;6.26075177783416;1,0606E-06;6,764523663;0;RUE DE SEICHAMPS;PULNOY
A1B1I0;48.7032106;6.1994377;La Poste;48.5053062127559;6.62329832630349;0,005988354;38193,72013;39;GRANDE RUE;VATHIMENIL
A1B1I3;48.7023804;6.2132988;La Poste;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
A1B1I7;48.7084088;6.2039276;La Poste;48.7082939349797;6.20396398527156;2,04814E-06;13,06302013;0;AVENUE DU GENERAL LECLERC;ST MAX
A1B1I8;48.7040049;6.2015391;La Poste;48.7041079683844;6.2015491390569;1,80261E-06;11,49704293;2;AVENUE DU GENERAL LECLERC;ST MAX
A1B1J1;48.699848;6.2048794;La Poste;48.6999277958562;6.20483581398511;1,4804E-06;9,441982779;0;PLACE GERARD BARROIS;ST MAX
A1B1K0;48.669682;6.2023501;La Poste;48.6689189129086;6.20297634007048;1,51486E-05;96,61807877;3;RUE DE LA GARE;JARVILLE LA MALGRANGE
A1B1K1;48.6729321;6.2014515;La Poste;48.6724678792568;6.20125151576677;8,42365E-06;53,72604988;0;AVENUE DE LA MALGRANGE;JARVILLE LA MALGRANGE
A1B1K2;48.675347;6.200375;La Poste;48.6753890865036;6.20032480176213;9,351E-07;5,964066586;6;RUE DE LA REPUBLIQUE;JARVILLE LA MALGRANGE
A1B1K3;48.6692468;6.1992456;La Poste;48.6691907341945;6.19949326692697;3,0177E-06;19,24686951;2;RUE DU GENERAL LECLERC;JARVILLE LA MALGRANGE
A1B1K4;48.6674754;6.1985057;La Poste;48.6674933115278;6.19854076860341;5,11003E-07;3,259179564;1;RUE GEORGES CLEMENCEAU;JARVILLE LA MALGRANGE
A1B1K5;48.6612875;6.200542;La Poste;48.6610410975078;6.200691111415;4,63136E-06;29,5388233;19;RUE SAINT CHARLES;JARVILLE LA MALGRANGE
A1B1K6;48.6657907;6.2026037;La Poste;48.6659603052518;6.20291193880296;4,6246E-06;29,49567611;37;RUE DU FONTENO;JARVILLE LA MALGRANGE
A1B1K7;48.6644173;6.2006072;La Poste;48.6650176873795;6.20090577271196;1,10295E-05;70,34600268;12;RUE FRANCOIS EVRARD;JARVILLE LA MALGRANGE
A1B1K8;48.6634167;6.207728;La Poste;48.6634179869411;6.20769114507718;4,2514E-07;2,711545086;0;AVENUE DU GENERAL DE GAULLE;JARVILLE LA MALGRANGE
A1B1L0;48.6678207;6.2091182;La Poste;48.667715178687;6.20896395734163;2,55979E-06;16,32635488;118;RUE DE LA REPUBLIQUE;JARVILLE LA MALGRANGE
A1B1L9;48.6531642;6.1944851;La Poste;48.6531618014234;6.19447291872002;1,47514E-07;0,940844099;0;GRANDE RUE;HEILLECOURT
A1B1M0;48.659289;6.1962048;La Poste;48.659288843066;6.19620450893033;0;0;7;RUE DE LA VIGNE DES SABLES;HEILLECOURT
A1B1M1;48.6448919;6.1964431;La Poste;48.6449000027395;6.19644029383268;1,44472E-07;0,921443167;0;RUE DE QUIMPER;HEILLECOURT
A1B1M3;48.6441707;6.2014924;La Poste;48.6441545916314;6.20145828142429;4,83542E-07;3,084031556;0;PLACE DE LA REPUBLIQUE;HEILLECOURT
A1B1M4;48.6525977;6.1862957;La Poste;48.6526023475799;6.18629128244786;9,65706E-08;0,615927043;147;GRANDE RUE;HEILLECOURT
A1B1M6;48.64554;6.1796314;La Poste;48.6455471529103;6.17960272462587;3,53255E-07;2,253060146;36;RUE DE LA GARE;HOUDEMONT
A1B1M9;48.6414705;6.176961;La Poste;48.6414815366138;6.17700093869479;4,99133E-07;3,183472159;0;AVENUE DU PONCEL;HOUDEMONT
A1B1O0;48.7738432;6.0537566;La Poste;48.7738710544977;6.05381584889228;8,37122E-07;5,339162326;1;AVENUE DE LORRAINE;LIVERDUN
A1B1O1;48.7701205;6.0535102;La Poste;48.7693471166735;6.05022622185914;4,01155E-05;255,8566106;423;ALLEE GUYNEMER;LIVERDUN
A1B1Y3;48.7051575;6.2296742;La Poste;48.7052129798524;6.22984583273594;2,20124E-06;14,03950848;0;AVENUE FOCH;ESSEY LES NANCY
A1B1Y4;48.6999466;6.2249778;La Poste;48.7000632516902;6.2249434875628;2,07399E-06;13,22792908;2;RUE MOUZIMPRE;ESSEY LES NANCY
A1B2D3;48.6560671;6.265008;La Poste;48.6560633176451;6.2648913042228;1,34705E-06;8,591496285;8;RUE DU 18 JUIN;ART SUR MEURTHE
A1B2D4;48.6636917;6.2420272;La Poste;48.6637415193476;6.24194335180998;1,30008E-06;8,291899266;0;RUE DU PIGEA;ART SUR MEURTHE
A1B2D6;48.6843806;6.2139731;La Poste;48.6856220943076;6.2118102328326;3,30244E-05;210,6297031;36;BOULEVARD HENRI BARBUSSE;TOMBLAINE
A1B2D8;48.6916829;6.2110564;La Poste;48.6918286639421;6.21107258368796;2,55089E-06;16,26954811;57;BOULEVARD JEAN JAURES;TOMBLAINE
A1B2E2;48.6840374;6.2298044;La Poste;48.6840950539882;6.22975665223274;1,14691E-06;7,314963317;53;RUE SALVADOR ALLENDE;TOMBLAINE
A1B2S7;48.7078068;6.1720129;La Poste;48.707823790882;6.17195289218638;7,52177E-07;4,797382421;50;RUE LA FAYETTE;MAXEVILLE
A1B2S8;48.7092453;6.1752459;La Poste;48.7091891446327;6.1755149098201;3,24955E-06;20,72560834;18;AVENUE DE LA MEURTHE;MAXEVILLE
A1B3A1;48.6213252;6.1616494;La Poste;48.6213245864723;6.16164759191225;2,10734E-08;0,134406299;115;PLACE FERRI DE LUDRE;LUDRES
A1B3F2;48.6614061;6.1687583;La Poste;48.6614262851075;6.16875800709054;3,52311E-07;2,247038593;0;PLACE DE VERDUN;VANDOEUVRE LES NANCY
A1B3F3;48.665459;6.1756319;La Poste;48.6654738984124;6.17560239395768;4,28263E-07;2,731458781;0;RUE GABRIEL PERI;VANDOEUVRE LES NANCY
